id,date,work_performed,primary_source
8539,1830-08-31,318,AJ/13/1057
8540,1830-09-01,211,TH OC-197
8541,1830-09-01,269,TH OC-197
8542,1830-09-01,383,TH OC-197
8543,1830-09-02,211,TH OC-197
8544,1830-09-02,342,TH OC-197
8545,1830-09-03,72,TH OC-197
8546,1830-09-03,73,TH OC-197
8547,1830-09-03,377,TH OC-197
8548,1830-09-04,8,TH OC-197
8549,1830-09-04,304,TH OC-197
8550,1830-09-05,188,TH OC-197
8551,1830-09-05,211,TH OC-197
8552,1830-09-05,369,TH OC-197
8553,1830-09-06,289,TH OC-197
8554,1830-09-06,304,TH OC-197
8555,1830-09-06,318,TH OC-197
8556,1830-09-07,21,TH OC-197
8557,1830-09-07,377,TH OC-197
8558,1830-09-08,72,TH OC-197
8559,1830-09-08,211,TH OC-197
8560,1830-09-08,12,TH OC-197
8561,1830-09-09,105,TH OC-197
8562,1830-09-09,73,TH OC-197
8563,1830-09-09,336,TH OC-197
8564,1830-09-10,211,TH OC-197
8565,1830-09-10,135,TH OC-197
8566,1830-09-10,304,TH OC-197
8567,1830-09-11,266,TH OC-197
8568,1830-09-11,209,TH OC-197
8569,1830-09-11,98,TH OC-197
8570,1830-09-12,188,TH OC-197
8571,1830-09-12,211,TH OC-197
8572,1830-09-12,98,TH OC-197
8573,1830-09-13,269,TH OC-197
8574,1830-09-13,369,TH OC-197
8575,1830-09-13,318,TH OC-197
8576,1830-09-14,211,TH OC-197
8577,1830-09-14,266,TH OC-197
8578,1830-09-14,383,TH OC-197
8579,1830-09-15,304,TH OC-197
8580,1830-09-15,239,TH OC-197
8581,1830-09-15,226,TH OC-197
8582,1830-09-16,211,TH OC-197
8583,1830-09-16,292,TH OC-197
8584,1830-09-16,98,TH OC-197
8585,1830-09-17,188,TH OC-197
8586,1830-09-17,105,TH OC-197
8587,1830-09-17,336,TH OC-197
8588,1830-09-18,289,TH OC-197
8589,1830-09-18,98,TH OC-197
8590,1830-09-18,377,TH OC-197
8591,1830-09-19,188,TH OC-197
8592,1830-09-19,211,TH OC-197
8593,1830-09-19,369,TH OC-197
8594,1830-09-20,135,TH OC-197
8595,1830-09-20,73,TH OC-197
8596,1830-09-20,21,TH OC-197
8597,1830-09-21,211,TH OC-197
8598,1830-09-21,292,TH OC-197
8599,1830-09-21,98,TH OC-197
8600,1830-09-22,266,TH OC-197
8601,1830-09-22,12,TH OC-197
8602,1830-09-22,342,TH OC-197
8603,1830-09-23,211,TH OC-197
8604,1830-09-23,318,TH OC-197
8605,1830-09-24,239,TH OC-197
8606,1830-09-24,328,TH OC-197
8607,1830-09-24,377,TH OC-197
8608,1830-09-25,188,TH OC-197
8609,1830-09-25,211,TH OC-197
8610,1830-09-25,269,TH OC-197
8611,1830-09-26,211,TH OC-197
8612,1830-09-26,277,TH OC-197
8613,1830-09-27,304,TH OC-197
8614,1830-09-27,266,TH OC-197
8615,1830-09-27,367,TH OC-197
8616,1830-09-28,73,TH OC-197
8617,1830-09-28,279,TH OC-197
8618,1830-09-29,211,TH OC-197
8619,1830-09-29,135,TH OC-197
8620,1830-09-29,369,TH OC-197
8621,1830-09-30,211,TH OC-197
8622,1830-09-30,65,TH OC-197
8623,1830-09-30,12,TH OC-197
8624,1830-10-01,65,TH OC-197
8625,1830-10-01,21,TH OC-197
8626,1830-10-02,266,TH OC-197
8627,1830-10-02,369,TH OC-197
8628,1830-10-02,367,TH OC-197
8629,1830-10-03,105,TH OC-197
8630,1830-10-03,211,TH OC-197
8631,1830-10-03,73,TH OC-197
8632,1830-10-04,72,TH OC-197
8633,1830-10-04,209,TH OC-197
8634,1830-10-04,336,TH OC-197
8635,1830-10-05,212,TH OC-197
8636,1830-10-05,337,TH OC-197
8637,1830-10-06,211,TH OC-197
8638,1830-10-06,21,TH OC-197
8639,1830-10-07,304,TH OC-197
8640,1830-10-07,239,TH OC-197
8641,1830-10-07,369,TH OC-197
8642,1830-10-08,65,TH OC-197
8643,1830-10-08,337,TH OC-197
8644,1830-10-09,198,TH OC-197
8645,1830-10-09,167,TH OC-197
8646,1830-10-10,40,TH OC-197
8647,1830-10-10,293,TH OC-197
8648,1830-10-11,135,TH OC-197
8649,1830-10-11,73,TH OC-197
8650,1830-10-11,318,TH OC-197
8651,1830-10-12,40,TH OC-197
8652,1830-10-12,212,TH OC-197
8653,1830-10-13,105,TH OC-197
8654,1830-10-13,304,TH OC-197
8655,1830-10-13,337,TH OC-197
8656,1830-10-14,336,TH OC-197
8657,1830-10-14,377,TH OC-197
8658,1830-10-15,266,TH OC-197
8659,1830-10-15,346,TH OC-197
8660,1830-10-16,28,TH OC-197
8661,1830-10-16,342,TH OC-197
8662,1830-10-17,167,TH OC-197
8663,1830-10-17,337,TH OC-197
8664,1830-10-18,211,TH OC-197
8665,1830-10-18,73,TH OC-197
8666,1830-10-18,304,TH OC-197
8667,1830-10-19,135,TH OC-197
8668,1830-10-19,337,TH OC-197
8669,1830-10-20,226,TH OC-197
8670,1830-10-20,346,TH OC-197
8671,1830-10-21,36,TH OC-197
8672,1830-10-21,318,TH OC-197
8673,1830-10-23,293,TH OC-197
8674,1830-10-23,328,TH OC-197
8675,1830-10-24,211,TH OC-197
8676,1830-10-24,346,TH OC-197
8677,1830-10-25,72,TH OC-197
8678,1830-10-25,37,TH OC-197
8679,1830-10-25,209,TH OC-197
8680,1830-10-26,266,TH OC-197
8681,1830-10-26,320,TH OC-197
8682,1830-10-27,105,TH OC-197
8683,1830-10-27,241,TH OC-197
8684,1830-10-28,12,TH OC-197
8685,1830-10-28,320,TH OC-197
8686,1830-10-29,36,TH OC-197
8687,1830-10-29,337,TH OC-197
8688,1830-10-30,292,TH OC-197
8689,1830-10-30,320,TH OC-197
8690,1830-10-31,196,TH OC-197
8691,1830-10-31,342,TH OC-197
8692,1830-11-01,383,TH OC-197
8693,1830-11-01,277,TH OC-197
8694,1830-11-02,28,TH OC-197
8695,1830-11-02,320,TH OC-197
8696,1830-11-03,76,TH OC-197
8697,1830-11-03,346,TH OC-197
8698,1830-11-04,104,TH OC-197
8699,1830-11-04,377,TH OC-197
8700,1830-11-04,151,TH OC-197
8701,1830-11-05,211,TH OC-197
8702,1830-11-05,336,TH OC-197
8703,1830-11-06,337,TH OC-197
8704,1830-11-06,367,TH OC-197
8705,1830-11-07,104,TH OC-197
8706,1830-11-07,293,TH OC-197
8707,1830-11-08,70,TH OC-197
8708,1830-11-08,76,TH OC-197
8709,1830-11-09,211,TH OC-197
8710,1830-11-09,346,TH OC-197
8711,1830-11-10,304,TH OC-197
8712,1830-11-10,369,TH OC-197
8713,1830-11-10,241,TH OC-197
8714,1830-11-11,212,TH OC-197
8715,1830-11-11,277,TH OC-197
8716,1830-11-12,292,TH OC-197
8717,1830-11-12,37,TH OC-197
8718,1830-11-12,318,TH OC-197
8719,1830-11-13,40,TH OC-197
8720,1830-11-13,211,TH OC-197
8721,1830-11-14,219,TH OC-197
8722,1830-11-14,337,TH OC-197
8723,1830-11-15,198,TH OC-197
8724,1830-11-15,135,TH OC-197
8725,1830-11-15,270,TH OC-197
8726,1830-11-16,8,TH OC-197
8727,1830-11-16,28,TH OC-197
8728,1830-11-17,336,TH OC-197
8729,1830-11-17,270,TH OC-197
8730,1830-11-18,104,TH OC-197
8731,1830-11-18,209,TH OC-197
8732,1830-11-18,270,TH OC-197
8733,1830-11-19,211,TH OC-197
8734,1830-11-19,337,TH OC-197
8735,1830-11-20,177,TH OC-197
8736,1830-11-20,367,TH OC-197
8737,1830-11-20,270,TH OC-197
8738,1830-11-21,40,TH OC-197
8739,1830-11-21,277,TH OC-197
8740,1830-11-22,270,TH OC-197
8741,1830-11-22,346,TH OC-197
8742,1830-11-23,196,TH OC-197
8743,1830-11-23,279,TH OC-197
8744,1830-11-24,45,TH OC-197
8745,1830-11-24,211,TH OC-197
8746,1830-11-25,270,TH OC-197
8747,1830-11-25,342,TH OC-197
8748,1830-11-26,337,TH OC-197
8749,1830-11-26,377,TH OC-197
8750,1830-11-27,104,TH OC-197
8751,1830-11-27,135,TH OC-197
8752,1830-11-27,270,TH OC-197
8753,1830-11-28,211,TH OC-197
8754,1830-11-28,37,TH OC-197
8755,1830-11-28,346,TH OC-197
8756,1830-11-29,73,TH OC-197
8757,1830-11-29,239,TH OC-197
8758,1830-11-29,318,TH OC-197
8759,1830-11-30,266,TH OC-197
8760,1830-11-30,369,TH OC-197
8761,1830-11-30,151,TH OC-197
8762,1830-12-01,72,TH OC-197
8763,1830-12-01,277,TH OC-197
8764,1830-12-02,198,TH OC-197
8765,1830-12-02,135,TH OC-197
8766,1830-12-02,390,TH OC-197
8767,1830-12-03,28,TH OC-197
8768,1830-12-03,12,TH OC-197
8769,1830-12-03,390,TH OC-197
8770,1830-12-04,211,TH OC-197
8771,1830-12-04,289,TH OC-197
8772,1830-12-04,390,TH OC-197
8773,1830-12-05,277,TH OC-197
8774,1830-12-05,241,TH OC-197
8775,1830-12-06,196,TH OC-197
8776,1830-12-06,369,TH OC-197
8777,1830-12-06,390,TH OC-197
8778,1830-12-07,70,TH OC-197
8779,1830-12-07,390,TH OC-197
8780,1830-12-08,390,TH OC-197
8781,1830-12-08,346,TH OC-197
8782,1830-12-09,104,TH OC-197
8783,1830-12-09,73,TH OC-197
8784,1830-12-09,390,TH OC-197
8785,1830-12-10,177,TH OC-197
8786,1830-12-10,266,TH OC-197
8787,1830-12-10,226,TH OC-197
8788,1830-12-11,135,TH OC-197
8789,1830-12-11,289,TH OC-197
8790,1830-12-11,5,TH OC-197
8791,1830-12-12,211,TH OC-197
8792,1830-12-12,209,TH OC-197
8793,1830-12-12,390,TH OC-197
8794,1830-12-13,198,TH OC-197
8795,1830-12-13,5,TH OC-197
8796,1830-12-13,377,TH OC-197
8797,1830-12-14,304,TH OC-197
8798,1830-12-14,5,TH OC-197
8799,1830-12-14,76,TH OC-197
8800,1830-12-15,337,TH OC-197
8801,1830-12-15,390,TH OC-197
8802,1830-12-16,226,TH OC-197
8803,1830-12-16,277,TH OC-197
8804,1830-12-16,390,TH OC-197
8805,1830-12-17,72,TH OC-197
8806,1830-12-17,211,TH OC-197
8807,1830-12-17,5,TH OC-197
8808,1830-12-18,383,TH OC-197
8809,1830-12-18,369,TH OC-197
8810,1830-12-18,390,TH OC-197
8811,1830-12-19,293,TH OC-197
8812,1830-12-19,304,TH OC-197
8813,1830-12-19,390,TH OC-197
8814,1830-12-21,292,TH OC-197
8815,1830-12-21,5,TH OC-197
8816,1830-12-21,151,TH OC-197
8817,1830-12-22,40,TH OC-197
8818,1830-12-22,390,TH OC-197
8819,1830-12-23,211,TH OC-197
8820,1830-12-23,239,TH OC-197
8821,1830-12-23,226,TH OC-197
8822,1830-12-24,103,TH OC-197
8823,1830-12-24,390,TH OC-197
8824,1830-12-25,196,TH OC-197
8825,1830-12-25,383,TH OC-197
8826,1830-12-25,377,TH OC-197
8827,1830-12-26,289,TH OC-197
8828,1830-12-26,337,TH OC-197
8829,1830-12-26,390,TH OC-197
8830,1830-12-27,105,TH OC-197
8831,1830-12-27,277,TH OC-197
8832,1830-12-28,212,TH OC-197
8833,1830-12-28,120,TH OC-197
8834,1830-12-28,73,TH OC-197
8835,1830-12-29,369,TH OC-197
8836,1830-12-29,103,TH OC-197
8837,1830-12-29,390,TH OC-197
8838,1830-12-30,211,TH OC-197
8839,1830-12-30,337,TH OC-197
8840,1830-12-31,104,TH OC-197
8841,1830-12-31,70,TH OC-197
8842,1831-01-01,135,TH OC-197
8843,1831-01-01,209,TH OC-197
8844,1831-01-01,5,TH OC-197
8845,1831-01-01,390,TH OC-197
8846,1831-01-02,211,TH OC-197
8847,1831-01-02,346,TH OC-197
8848,1831-01-03,5,TH OC-197
8849,1831-01-03,390,TH OC-197
8850,1831-01-03,342,TH OC-197
8851,1831-01-04,211,TH OC-197
8852,1831-01-04,304,TH OC-197
8853,1831-01-04,390,TH OC-197
8854,1831-01-05,5,TH OC-197
8855,1831-01-05,277,TH OC-197
8856,1831-01-06,369,TH OC-197
8857,1831-01-06,346,TH OC-197
8858,1831-01-07,293,TH OC-197
8859,1831-01-07,266,TH OC-197
8860,1831-01-08,211,TH OC-197
8861,1831-01-08,21,TH OC-197
8862,1831-01-09,135,TH OC-197
8863,1831-01-09,209,TH OC-197
8864,1831-01-09,5,TH OC-197
8865,1831-01-09,390,TH OC-197
8866,1831-01-10,8,TH OC-197
8867,1831-01-10,377,TH OC-197
8868,1831-01-11,287,TH OC-197
8869,1831-01-11,12,TH OC-197
8870,1831-01-12,57,TH OC-197
8871,1831-01-12,5,TH OC-197
8872,1831-01-12,390,TH OC-197
8873,1831-01-13,287,TH OC-197
8874,1831-01-13,266,TH OC-197
8875,1831-01-14,287,TH OC-197
8876,1831-01-14,390,TH OC-197
8877,1831-01-15,211,TH OC-197
8878,1831-01-15,342,TH OC-197
8879,1831-01-16,57,TH OC-197
8880,1831-01-16,277,TH OC-197
8881,1831-01-17,287,TH OC-197
8882,1831-01-17,37,TH OC-197
8883,1831-01-18,12,TH OC-197
8884,1831-01-18,390,TH OC-197
8885,1831-01-18,279,TH OC-197
8886,1831-01-19,287,TH OC-197
8887,1831-01-19,5,TH OC-197
8888,1831-01-20,367,TH OC-197
8889,1831-01-20,346,TH OC-197
8890,1831-01-21,135,TH OC-197
8891,1831-01-21,21,TH OC-197
8892,1831-01-21,369,TH OC-197
8893,1831-01-22,266,TH OC-197
8894,1831-01-22,277,TH OC-197
8895,1831-01-23,287,TH OC-197
8896,1831-01-23,27,TH OC-197
8897,1831-01-23,390,TH OC-197
8898,1831-01-24,209,TH OC-197
8899,1831-01-24,27,TH OC-197
8900,1831-01-24,5,TH OC-197
8901,1831-01-25,287,TH OC-197
8902,1831-01-25,5,TH OC-197
8903,1831-01-26,211,TH OC-197
8904,1831-01-26,167,TH OC-197
8905,1831-01-27,336,TH OC-197
8906,1831-01-27,318,TH OC-197
8907,1831-01-29,301,TH OC-197
8908,1831-01-29,151,TH OC-197
8909,1831-01-30,70,TH OC-197
8910,1831-01-30,27,TH OC-197
8911,1831-01-30,390,TH OC-197
8912,1831-01-31,135,TH OC-197
8913,1831-01-31,301,TH OC-197
8914,1831-01-31,209,TH OC-197
8915,1831-02-01,287,TH OC-197
8916,1831-02-01,383,TH OC-197
8917,1831-02-02,301,TH OC-197
8918,1831-02-02,5,TH OC-197
8919,1831-02-02,390,TH OC-197
8920,1831-02-03,45,TH OC-197
8921,1831-02-03,266,TH OC-197
8922,1831-02-04,292,TH OC-197
8923,1831-02-04,301,TH OC-197
8924,1831-02-04,369,TH OC-197
8925,1831-02-05,212,TH OC-197
8926,1831-02-05,73,TH OC-197
8927,1831-02-05,390,TH OC-197
8928,1831-02-06,301,TH OC-197
8929,1831-02-06,5,TH OC-197
8930,1831-02-06,151,TH OC-197
8931,1831-02-07,277,TH OC-197
8932,1831-02-07,367,TH OC-197
8933,1831-02-08,304,TH OC-197
8934,1831-02-08,301,TH OC-197
8935,1831-02-08,5,TH OC-197
8936,1831-02-09,211,TH OC-197
8937,1831-02-09,337,TH OC-197
8938,1831-02-10,135,TH OC-197
8939,1831-02-10,301,TH OC-197
8940,1831-02-10,239,TH OC-197
8941,1831-02-10,151,TH OC-197
8942,1831-02-11,304,TH OC-197
8943,1831-02-11,336,TH OC-197
8944,1831-02-11,322,TH OC-197
8945,1831-02-13,57,TH OC-197
8946,1831-02-13,301,TH OC-197
8947,1831-02-13,390,TH OC-197
8948,1831-02-14,289,TH OC-197
8949,1831-02-14,207,TH OC-197
8950,1831-02-14,277,TH OC-197
8951,1831-02-15,301,TH OC-197
8952,1831-02-15,207,TH OC-197
8953,1831-02-15,5,TH OC-197
8954,1831-02-16,266,TH OC-197
8955,1831-02-16,209,TH OC-197
8956,1831-02-16,207,TH OC-197
8957,1831-02-17,301,TH OC-197
8958,1831-02-17,239,TH OC-197
8959,1831-02-17,5,TH OC-197
8960,1831-02-18,287,TH OC-197
8961,1831-02-18,207,TH OC-197
8962,1831-02-19,135,TH OC-197
8963,1831-02-19,287,TH OC-197
8964,1831-02-19,12,TH OC-197
8965,1831-02-20,287,TH OC-197
8966,1831-02-20,301,TH OC-197
8967,1831-02-20,207,TH OC-197
8968,1831-02-21,27,TH OC-197
8969,1831-02-21,277,TH OC-197
8970,1831-02-22,287,TH OC-197
8971,1831-02-22,301,TH OC-197
8972,1831-02-22,390,TH OC-197
8973,1831-02-23,45,TH OC-197
8974,1831-02-23,73,TH OC-197
8975,1831-02-24,207,TH OC-197
8976,1831-02-24,322,TH OC-197
8977,1831-02-24,377,TH OC-197
8978,1831-02-25,304,TH OC-197
8979,1831-02-25,383,TH OC-197
8980,1831-02-25,318,TH OC-197
8981,1831-02-26,212,TH OC-197
8982,1831-02-26,207,TH OC-197
8983,1831-02-26,369,TH OC-197
8984,1831-02-27,287,TH OC-197
8985,1831-02-27,301,TH OC-197
8986,1831-02-28,212,TH OC-197
8987,1831-02-28,211,TH OC-197
8988,1831-02-28,73,TH OC-197
8989,1831-03-01,20,TH OC-197
8990,1831-03-01,301,TH OC-197
8991,1831-03-01,266,TH OC-197
8992,1831-03-02,383,TH OC-197
8993,1831-03-02,342,TH OC-197
8994,1831-03-03,20,TH OC-197
8995,1831-03-03,277,TH OC-197
8996,1831-03-04,40,TH OC-197
8997,1831-03-04,226,TH OC-197
8998,1831-03-04,5,TH OC-197
8999,1831-03-05,212,TH OC-197
9000,1831-03-05,287,TH OC-197
9001,1831-03-06,73,TH OC-197
9002,1831-03-06,337,TH OC-197
9003,1831-03-06,390,TH OC-197
9004,1831-03-07,60,TH OC-197
9005,1831-03-07,209,TH OC-197
9006,1831-03-07,27,TH OC-197
9007,1831-03-08,20,TH OC-95
9008,1831-03-08,377,TH OC-95
9009,1831-03-09,292,TH OC-95
9010,1831-03-09,60,TH OC-95
9011,1831-03-09,207,TH OC-95
9012,1831-03-10,60,TH OC-95
9013,1831-03-10,207,TH OC-95
9014,1831-03-10,5,TH OC-95
9015,1831-03-11,211,TH OC-95
9016,1831-03-11,287,TH OC-95
9017,1831-03-12,37,TH OC-95
9018,1831-03-12,266,TH OC-95
9019,1831-03-12,336,TH OC-95
9020,1831-03-13,60,TH OC-95
9021,1831-03-13,5,TH OC-95
9022,1831-03-13,342,TH OC-95
9023,1831-03-14,198,TH OC-95
9024,1831-03-14,60,TH OC-95
9025,1831-03-14,304,TH OC-95
9026,1831-03-15,266,TH OC-95
9027,1831-03-15,277,TH OC-95
9028,1831-03-16,269,TH OC-95
9029,1831-03-16,388,TH OC-95
9030,1831-03-17,60,TH OC-95
9031,1831-03-17,5,TH OC-95
9032,1831-03-17,390,TH OC-95
9033,1831-03-18,135,TH OC-95
9034,1831-03-18,328,TH OC-95
9035,1831-03-18,318,TH OC-95
9036,1831-03-19,73,TH OC-95
9037,1831-03-19,60,TH OC-95
9038,1831-03-19,336,TH OC-95
9039,1831-03-20,60,TH OC-95
9040,1831-03-20,209,TH OC-95
9041,1831-03-20,277,TH OC-95
9042,1831-03-21,27,TH OC-95
9043,1831-03-21,279,TH OC-95
9044,1831-03-22,211,TH OC-95
9045,1831-03-22,21,TH OC-95
9046,1831-03-23,65,TH OC-95
9047,1831-03-23,60,TH OC-95
9048,1831-03-23,5,TH OC-95
9049,1831-03-24,266,TH OC-95
9050,1831-03-24,342,TH OC-95
9051,1831-03-25,72,TH OC-95
9052,1831-03-25,135,TH OC-95
9053,1831-03-25,336,TH OC-95
9054,1831-03-26,207,TH OC-95
9055,1831-03-26,27,TH OC-95
9056,1831-03-26,12,TH OC-95
9057,1831-03-27,65,TH OC-95
9058,1831-03-27,304,TH OC-95
9059,1831-03-27,5,TH OC-95
9060,1831-03-27,390,TH OC-95
9061,1831-03-28,20,TH OC-95
9062,1831-03-28,287,TH OC-95
9063,1831-03-29,209,TH OC-95
9064,1831-03-29,277,TH OC-95
9065,1831-03-30,266,TH OC-95
9066,1831-03-30,70,TH OC-95
9067,1831-03-31,105,TH OC-95
9068,1831-03-31,72,TH OC-95
9069,1831-03-31,27,TH OC-95
9070,1831-04-03,209,TH OC-96
9071,1831-04-03,277,TH OC-96
9072,1831-04-05,211,TH OC-96
9073,1831-04-05,336,TH OC-96
9074,1831-04-06,304,TH OC-96
9075,1831-04-06,12,TH OC-96
9076,1831-04-06,5,TH OC-96
9077,1831-04-07,277,TH OC-96
9078,1831-04-07,151,TH OC-96
9079,1831-05-03,217,TH OC-97
9080,1831-05-04,217,TH OC-97
9081,1831-05-05,209,TH OC-97
9082,1831-05-05,383,TH OC-97
9083,1831-05-05,336,TH OC-97
9084,1831-05-06,217,TH OC-97
9085,1831-05-07,217,TH OC-97
9086,1831-05-08,277,TH OC-97
9087,1831-05-08,377,TH OC-97
9088,1831-05-09,217,TH OC-97
9089,1831-05-10,37,TH OC-97
9090,1831-05-10,209,TH OC-97
9091,1831-05-10,369,TH OC-97
9092,1831-05-11,217,TH OC-97
9093,1831-05-12,5,TH OC-97
9094,1831-05-12,322,TH OC-97
9095,1831-05-12,151,TH OC-97
9096,1831-05-13,217,TH OC-97
9097,1831-05-14,217,TH OC-97
9098,1831-05-16,217,TH OC-97
9099,1831-05-16,177,TH OC-97
9100,1831-05-17,217,TH OC-97
9101,1831-05-17,226,TH OC-97
9102,1831-05-18,217,TH OC-97
9103,1831-05-19,73,TH OC-97
9104,1831-05-19,60,TH OC-97
9105,1831-05-19,336,TH OC-97
9106,1831-05-20,217,TH OC-97
9107,1831-05-21,60,TH OC-97
9108,1831-05-21,5,TH OC-97
9109,1831-05-21,383,TH OC-97
9110,1831-05-22,95,TH OC-97
9111,1831-05-22,60,TH OC-97
9112,1831-05-23,217,TH OC-97
9113,1831-05-24,377,TH OC-97
9114,1831-05-24,342,TH OC-97
9115,1831-05-25,217,TH OC-97
9116,1831-05-25,209,TH OC-97
9117,1831-05-26,26,TH OC-97
9118,1831-05-26,60,TH OC-97
9119,1831-05-26,79,TH OC-97
9120,1831-05-27,217,TH OC-97
9121,1831-05-27,26,TH OC-97
9122,1831-05-28,73,TH OC-97
9123,1831-05-28,60,TH OC-97
9124,1831-05-28,301,TH OC-97
9125,1831-05-29,26,TH OC-97
9126,1831-05-29,346,TH OC-97
9127,1831-05-30,217,TH OC-97
9128,1831-05-30,383,TH OC-97
9129,1831-05-31,36,TH OC-97
9130,1831-05-31,70,TH OC-97
9131,1831-06-01,217,TH OC-98
9132,1831-06-01,322,TH OC-98
9133,1831-06-02,211,TH OC-98
9134,1831-06-02,318,TH OC-98
9135,1831-06-03,217,TH OC-98
9136,1831-06-03,36,TH OC-98
9137,1831-06-04,60,TH OC-98
9138,1831-06-04,277,TH OC-98
9139,1831-06-05,211,TH OC-98
9140,1831-06-05,337,TH OC-98
9141,1831-06-06,301,TH OC-98
9142,1831-06-06,12,TH OC-98
9143,1831-06-06,377,TH OC-98
9144,1831-06-07,26,TH OC-98
9145,1831-06-07,337,TH OC-98
9146,1831-06-08,28,TH OC-98
9147,1831-06-08,336,TH OC-98
9148,1831-06-09,26,TH OC-98
9149,1831-06-09,346,TH OC-98
9150,1831-06-10,40,TH OC-98
9151,1831-06-10,211,TH OC-98
9152,1831-06-11,277,TH OC-98
9153,1831-06-11,318,TH OC-98
9154,1831-06-12,40,TH OC-98
9155,1831-06-12,337,TH OC-98
9156,1831-06-13,226,TH OC-98
9157,1831-06-13,70,TH OC-98
9158,1831-06-14,217,TH OC-98
9159,1831-06-14,79,TH OC-98
9160,1831-06-15,40,TH OC-98
9161,1831-06-15,211,TH OC-98
9162,1831-06-16,217,TH OC-98
9163,1831-06-16,5,TH OC-98
9164,1831-06-17,198,TH OC-98
9165,1831-06-17,45,TH OC-98
9166,1831-06-18,217,TH OC-98
9167,1831-06-18,79,TH OC-98
9168,1831-06-19,336,TH OC-98
9169,1831-06-19,346,TH OC-98
9170,1831-06-20,40,TH OC-98
9171,1831-06-20,318,TH OC-98
9172,1831-06-21,217,TH OC-98
9173,1831-06-21,151,TH OC-98
9174,1831-06-22,383,TH OC-98
9175,1831-06-22,277,TH OC-98
9176,1831-06-23,26,TH OC-98
9177,1831-06-23,95,TH OC-98
9178,1831-06-24,304,TH OC-98
9179,1831-06-24,318,TH OC-98
9180,1831-06-25,217,TH OC-98
9181,1831-06-25,226,TH OC-98
9182,1831-06-26,217,TH OC-98
9183,1831-06-26,322,TH OC-98
9184,1831-06-27,45,TH OC-98
9185,1831-06-27,211,TH OC-98
9186,1831-06-28,217,TH OC-98
9187,1831-06-28,207,TH OC-98
9188,1831-06-29,337,TH OC-98
9189,1831-06-29,336,TH OC-98
9190,1831-06-30,217,TH OC-98
9191,1831-06-30,151,TH OC-98
9192,1831-07-01,79,TH OC-99
9193,1831-07-01,369,TH OC-99
9194,1831-07-01,377,TH OC-99
9195,1831-07-02,40,TH OC-99
9196,1831-07-02,73,TH OC-99
9197,1831-07-02,60,TH OC-99
9198,1831-07-03,217,TH OC-99
9199,1831-07-03,211,TH OC-99
9200,1831-07-04,5,TH OC-99
9201,1831-07-04,346,TH OC-99
9202,1831-07-05,217,TH OC-99
9203,1831-07-05,209,TH OC-99
9204,1831-07-06,26,TH OC-99
9205,1831-07-06,318,TH OC-99
9206,1831-07-06,151,TH OC-99
9207,1831-07-07,217,TH OC-99
9208,1831-07-07,60,TH OC-99
9209,1831-07-09,354,TH OC-99
9210,1831-07-11,354,TH OC-99
9211,1831-07-12,354,TH OC-99
9212,1831-07-13,217,TH OC-99
9213,1831-07-13,60,TH OC-99
9214,1831-07-14,40,TH OC-99
9215,1831-07-14,211,TH OC-99
9216,1831-07-15,60,TH OC-99
9217,1831-07-15,354,TH OC-99
9218,1831-07-16,354,TH OC-99
9219,1831-07-16,383,TH OC-99
9220,1831-07-17,342,TH OC-99
9221,1831-07-17,318,TH OC-99
9222,1831-07-18,354,TH OC-99
9223,1831-07-18,336,TH OC-99
9224,1831-07-19,211,TH OC-99
9225,1831-07-19,277,TH OC-99
9226,1831-07-20,354,TH OC-99
9227,1831-07-20,209,TH OC-99
9228,1831-07-22,354,TH OC-99
9229,1831-07-22,377,TH OC-99
9230,1831-07-23,217,TH OC-99
9231,1831-07-23,209,TH OC-99
9232,1831-07-24,40,TH OC-99
9233,1831-07-24,354,TH OC-99
9234,1831-07-25,217,TH OC-99
9235,1831-07-25,37,TH OC-99
9236,1831-07-26,60,TH OC-99
9237,1831-07-26,337,TH OC-99
9238,1831-07-30,211,TH OC-99
9239,1831-07-30,21,TH OC-99
9240,1831-07-31,95,TH OC-99
9241,1831-07-31,377,TH OC-99
9242,1831-08-01,40,TH OC-100
9243,1831-08-01,73,TH OC-100
9244,1831-08-01,209,TH OC-100
9245,1831-08-02,337,TH OC-100
9246,1831-08-02,336,TH OC-100
9247,1831-08-03,383,TH OC-100
9248,1831-08-03,277,TH OC-100
9249,1831-08-04,337,TH OC-100
9250,1831-08-04,151,TH OC-100
9251,1831-08-05,104,TH OC-100
9252,1831-08-05,79,TH OC-100
9253,1831-08-05,367,TH OC-100
9254,1831-08-06,40,TH OC-100
9255,1831-08-06,211,TH OC-100
9256,1831-08-07,367,TH OC-100
9257,1831-08-07,346,TH OC-100
9258,1831-08-08,8,TH OC-100
9259,1831-08-08,301,TH OC-100
9260,1831-08-09,354,TH OC-100
9261,1831-08-09,318,TH OC-100
9262,1831-08-10,277,TH OC-100
9263,1831-08-10,367,TH OC-100
9264,1831-08-11,14,TH OC-100
9265,1831-08-11,151,TH OC-100
9266,1831-08-12,37,TH OC-100
9267,1831-08-12,14,TH OC-100
9268,1831-10-08,14,TH OC-102
9269,1831-10-08,277,TH OC-102
9270,1831-10-09,217,TH OC-102
9271,1831-10-09,211,TH OC-102
9272,1831-10-10,354,TH OC-102
9273,1831-10-10,342,TH OC-102
9274,1831-10-11,73,TH OC-102
