id,date,work_performed,primary_source
3324,1824-02-19,269,Th OC-114
3325,1824-02-19,258,Th OC-114
3326,1824-02-20,65,Th OC-114
3327,1824-02-20,70,Th OC-114
3328,1824-02-21,139,Th OC-114
3329,1824-02-21,101,Th OC-114
3330,1824-02-22,71,Th OC-114
3331,1824-02-22,49,Th OC-114
3332,1824-02-22,258,Th OC-114
3333,1824-02-23,70,Th OC-114
3334,1824-02-23,315,Th OC-114
3335,1824-02-24,385,Th OC-114
3336,1824-02-24,318,Th OC-114
3337,1824-02-25,377,Th OC-114
3338,1824-02-25,291,Th OC-114
3339,1824-02-25,276,Th OC-114
3340,1824-02-26,289,Th OC-114
3341,1824-02-26,70,Th OC-114
3342,1824-02-27,363,Th OC-114
3343,1824-02-27,258,Th OC-114
3344,1824-02-27,151,Th OC-114
3345,1824-02-28,71,Th OC-114
3346,1824-02-28,70,Th OC-114
3347,1824-02-29,329,Th OC-114
3348,1824-02-29,143,Th OC-114
3349,1824-02-29,136,Th OC-114
3350,1824-03-01,70,Th OC-114
3351,1824-03-01,27,Th OC-114
3352,1824-03-02,289,Th OC-114
3353,1824-03-02,167,Th OC-114
3354,1824-03-02,49,Th OC-114
3355,1824-03-03,135,Th OC-114
3356,1824-03-03,70,Th OC-114
3357,1824-03-04,54,Th OC-114
3358,1824-03-04,12,Th OC-114
3359,1824-03-04,307,Th OC-114
3360,1824-03-05,70,Th OC-114
3361,1824-03-05,383,Th OC-114
3362,1824-03-06,200,Th OC-114
3363,1824-03-06,286,Th OC-114
3364,1824-03-06,315,Th OC-114
3365,1824-03-07,41,Th OC-114
3366,1824-03-07,120,Th OC-114
3367,1824-03-07,239,Th OC-114
3368,1824-03-08,289,Th OC-114
3369,1824-03-08,286,Th OC-114
3370,1824-03-08,385,Th OC-114
3371,1824-03-09,65,Th OC-114
3372,1824-03-09,70,Th OC-114
3373,1824-03-10,286,Th OC-114
3374,1824-03-10,12,Th OC-114
3375,1824-03-10,291,Th OC-114
3376,1824-03-11,219,Th OC-114
3377,1824-03-11,227,Th OC-114
3378,1824-03-12,167,Th OC-114
3379,1824-03-12,96,Th OC-114
3380,1824-03-13,7,Th OC-114
3381,1824-03-13,177,Th OC-114
3382,1824-03-14,167,Th OC-114
3383,1824-03-14,101,Th OC-114
3384,1824-03-15,163,Th OC-114
3385,1824-03-15,135,Th OC-114
3386,1824-03-15,49,Th OC-114
3387,1824-03-16,377,Th OC-114
3388,1824-03-16,136,Th OC-114
3389,1824-03-17,294,Th OC-114
3390,1824-03-17,265,Th OC-114
3391,1824-03-17,12,Th OC-114
3392,1824-03-18,318,Th OC-114
3393,1824-03-18,151,Th OC-114
3394,1824-03-19,70,Th OC-114
3395,1824-03-19,251,Th OC-114
3396,1824-03-20,219,Th OC-114
3397,1824-03-20,120,Th OC-114
3398,1824-03-21,96,Th OC-114
3399,1824-03-21,265,Th OC-114
3400,1824-03-21,315,Th OC-114
3401,1824-03-22,157,Th OC-114
3402,1824-03-22,79,Th OC-114
3403,1824-03-22,377,Th OC-114
3404,1824-03-23,239,Th OC-114
3405,1824-03-23,70,Th OC-114
3406,1824-03-24,54,Th OC-114
3407,1824-03-24,370,Th OC-114
3408,1824-03-24,120,Th OC-114
3409,1824-03-25,65,Th OC-114
3410,1824-03-25,70,Th OC-114
3411,1824-03-26,167,Th OC-114
3412,1824-03-26,322,Th OC-114
3413,1824-03-27,269,Th OC-114
3414,1824-03-27,70,Th OC-114
3415,1824-03-28,294,Th OC-114
3416,1824-03-28,289,Th OC-114
3417,1824-03-28,240,Th OC-114
3418,1824-03-29,65,Th OC-114
3419,1824-03-29,12,Th OC-114
3420,1824-03-29,307,Th OC-114
3421,1824-03-30,70,Th OC-114
3422,1824-03-30,227,Th OC-114
3423,1824-03-31,135,Th OC-114
3424,1824-03-31,318,Th OC-114
3425,1824-04-01,200,Th OC-114
3426,1824-04-01,120,Th OC-114
3427,1824-04-01,49,Th OC-114
3428,1824-04-02,139,Th OC-114
3429,1824-04-02,27,Th OC-114
3430,1824-04-03,289,Th OC-114
3431,1824-04-03,7,Th OC-114
3432,1824-04-04,377,Th OC-114
3433,1824-04-04,318,Th OC-114
3434,1824-04-05,71,Th OC-114
3435,1824-04-05,70,Th OC-114
3436,1824-04-06,384,Th OC-114
3437,1824-04-06,265,Th OC-114
3438,1824-04-06,226,Th OC-114
3439,1824-04-07,65,Th OC-114
3440,1824-04-07,70,Th OC-114
3441,1824-04-08,329,Th OC-114
3442,1824-04-08,248,Th OC-114
3443,1824-04-09,239,Th OC-114
3444,1824-04-09,70,Th OC-114
3445,1824-04-10,15,Th OC-114
3446,1824-04-10,258,Th OC-114
3447,1824-04-11,70,Th OC-114
3448,1824-04-11,79,Th OC-114
3449,1824-04-19,72,Th OC-114
3450,1824-04-19,70,Th OC-114
3451,1824-04-20,254,Th OC-114
3452,1824-04-20,318,Th OC-114
3453,1824-04-21,65,Th OC-114
3454,1824-04-21,70,Th OC-114
3455,1824-04-22,167,Th OC-114
3456,1824-04-22,377,Th OC-114
3457,1824-04-23,289,Th OC-114
3458,1824-04-23,70,Th OC-114
3459,1824-04-24,20,Th OC-114
3460,1824-04-24,239,Th OC-114
3461,1824-04-24,276,Th OC-114
3462,1824-04-25,135,Th OC-114
3463,1824-04-25,7,Th OC-114
3464,1824-04-25,269,Th OC-114
3465,1824-04-26,251,Th OC-114
3466,1824-04-26,106,Th OC-114
3467,1824-04-27,54,Th OC-114
3468,1824-04-27,389,Th OC-114
3469,1824-04-28,71,Th OC-114
3470,1824-04-28,106,Th OC-114
3471,1824-04-29,384,Th OC-114
3472,1824-04-29,385,Th OC-114
3473,1824-04-29,318,Th OC-114
3474,1824-04-30,349,Th OC-114
3475,1824-04-30,106,Th OC-114
3476,1824-05-01,177,Th OC-114
3477,1824-05-01,377,Th OC-114
3478,1824-05-02,336,Th OC-114
3479,1824-05-02,103,Th OC-114
3480,1824-05-03,73,Th OC-114
3481,1824-05-03,70,Th OC-114
3482,1824-05-04,198,Th OC-114
3483,1824-05-04,248,Th OC-114
3484,1824-05-05,289,Th OC-114
3485,1824-05-05,70,Th OC-114
3486,1824-05-06,224,Th OC-114
3487,1824-05-06,377,Th OC-114
3488,1824-05-07,206,Th OC-114
3489,1824-05-07,70,Th OC-114
3490,1824-05-08,190,Th OC-114
3491,1824-05-08,349,Th OC-114
3492,1824-05-08,376,Th OC-114
3493,1824-05-09,101,Th OC-114
3494,1824-05-09,389,Th OC-114
3495,1824-05-10,36,Th OC-114
3496,1824-05-10,70,Th OC-114
3497,1824-05-11,139,Th OC-114
3498,1824-05-11,224,Th OC-114
3499,1824-05-12,190,Th OC-114
3500,1824-05-12,70,Th OC-114
3501,1824-05-13,206,Th OC-114
3502,1824-05-13,86,Th OC-114
3503,1824-05-13,291,Th OC-114
3504,1824-05-14,70,Th OC-114
3505,1824-05-14,385,Th OC-114
3506,1824-05-15,190,Th OC-114
3507,1824-05-15,86,Th OC-114
3508,1824-05-15,333,Th OC-114
3509,1824-05-16,139,Th OC-114
3510,1824-05-16,135,Th OC-114
3511,1824-05-16,377,Th OC-114
3512,1824-05-17,26,Th OC-114
3513,1824-05-17,86,Th OC-114
3514,1824-05-17,65,Th OC-114
3515,1824-05-18,20,Th OC-114
3516,1824-05-18,49,Th OC-114
3517,1824-05-18,269,Th OC-114
3518,1824-05-19,86,Th OC-114
3519,1824-05-19,291,Th OC-114
3520,1824-05-19,151,Th OC-114
3521,1824-05-20,198,Th OC-114
3522,1824-05-20,193,Th OC-114
3523,1824-05-21,73,Th OC-114
3524,1824-05-21,70,Th OC-114
3525,1824-05-22,86,Th OC-114
3526,1824-05-22,224,Th OC-114
3527,1824-05-23,86,Th OC-114
3528,1824-05-23,70,Th OC-114
3529,1824-05-24,193,Th OC-114
3530,1824-05-24,120,Th OC-114
3531,1824-05-25,177,Th OC-114
3532,1824-05-25,388,Th OC-114
3533,1824-05-26,193,Th OC-114
3534,1824-05-26,206,Th OC-114
3535,1824-05-26,315,Th OC-114
3536,1824-05-27,71,Th OC-114
3537,1824-05-27,70,Th OC-114
3538,1824-05-28,198,Th OC-114
3539,1824-05-28,226,Th OC-114
3540,1824-05-28,254,Th OC-114
3541,1824-05-29,26,Th OC-114
3542,1824-05-29,289,Th OC-114
3543,1824-05-29,325,Th OC-114
3544,1824-05-30,377,Th OC-114
3545,1824-05-30,318,Th OC-114
3546,1824-05-31,193,Th OC-114
3547,1824-05-31,329,Th OC-114
3548,1824-06-01,325,Th OC-114
3549,1824-06-01,151,Th OC-114
3550,1824-06-02,177,Th OC-114
3551,1824-06-02,388,Th OC-114
3552,1824-06-03,269,Th OC-114
3553,1824-06-03,266,Th OC-114
3554,1824-06-03,79,Th OC-114
3555,1824-06-04,65,Th OC-114
3556,1824-06-04,281,Th OC-114
3557,1824-06-04,276,Th OC-114
3558,1824-06-05,36,Th OC-114
3559,1824-06-05,349,Th OC-114
3560,1824-06-05,266,Th OC-114
3561,1824-06-07,54,Th OC-114
3562,1824-06-07,73,Th OC-114
3563,1824-06-07,266,Th OC-114
3564,1824-06-08,58,Th OC-114
3565,1824-06-08,329,Th OC-114
3566,1824-06-09,190,Th OC-114
3567,1824-06-09,120,Th OC-114
3568,1824-06-09,266,Th OC-114
3569,1824-06-10,224,Th OC-114
3570,1824-06-10,388,Th OC-114
3571,1824-06-11,282,Th OC-114
3572,1824-06-11,281,Th OC-114
3573,1824-06-12,49,Th OC-114
3574,1824-06-12,266,Th OC-114
3575,1824-06-12,322,Th OC-114
3576,1824-06-13,139,Th OC-114
3577,1824-06-13,58,Th OC-114
3578,1824-06-14,2,Th OC-114
3579,1824-06-14,266,Th OC-114
3580,1824-06-15,282,Th OC-114
3581,1824-06-15,281,Th OC-114
3582,1824-06-16,219,Th OC-114
3583,1824-06-16,266,Th OC-114
3584,1824-06-17,42,Th OC-114
3585,1824-06-17,177,Th OC-114
3586,1824-06-17,239,Th OC-114
3587,1824-06-18,380,Th OC-114
3588,1824-06-18,240,Th OC-114
3589,1824-06-19,206,Th OC-114
3590,1824-06-19,266,Th OC-114
3591,1824-06-19,280,Th OC-114
3592,1824-06-20,224,Th OC-114
3593,1824-06-20,377,Th OC-114
3594,1824-06-21,65,Th OC-114
3595,1824-06-21,266,Th OC-114
3596,1824-06-21,151,Th OC-114
3597,1824-06-22,282,Th OC-114
3598,1824-06-22,325,Th OC-114
3599,1824-06-23,42,Th OC-114
3600,1824-06-23,266,Th OC-114
3601,1824-06-23,239,Th OC-114
3602,1824-06-24,280,Th OC-114
3603,1824-06-24,388,Th OC-114
3604,1824-06-25,220,Th OC-114
3605,1824-06-25,281,Th OC-114
3606,1824-06-26,377,Th OC-114
3607,1824-06-26,318,Th OC-114
3608,1824-06-27,167,Th OC-114
3609,1824-06-27,388,Th OC-114
3610,1824-06-28,54,Th OC-114
3611,1824-06-28,289,Th OC-114
3612,1824-06-28,206,Th OC-114
3613,1824-06-29,220,Th OC-114
3614,1824-06-29,281,Th OC-114
3615,1824-06-30,139,Th OC-114
3616,1824-06-30,120,Th OC-114
3617,1824-06-30,239,Th OC-114
3618,1824-07-01,389,Th OC-114
3619,1824-07-01,325,Th OC-114
3620,1824-07-02,206,Th OC-114
3621,1824-07-02,269,Th OC-114
3622,1824-07-02,377,Th OC-114
3623,1824-07-03,282,Th OC-114
3624,1824-07-03,281,Th OC-114
3625,1824-07-04,380,Th OC-114
3626,1824-07-04,325,Th OC-114
3627,1824-07-05,177,Th OC-114
3628,1824-07-05,266,Th OC-114
3629,1824-07-05,322,Th OC-114
3630,1824-07-06,281,Th OC-114
3631,1824-07-06,389,Th OC-114
3632,1824-07-07,190,Th OC-114
3633,1824-07-07,289,Th OC-114
3634,1824-07-07,266,Th OC-114
3635,1824-07-08,282,Th OC-114
3636,1824-07-08,325,Th OC-114
3637,1824-07-09,54,Th OC-114
3638,1824-07-09,266,Th OC-114
3639,1824-07-09,226,Th OC-114
3640,1824-07-10,347,Th OC-114
3641,1824-07-10,240,Th OC-114
3642,1824-07-11,219,Th OC-114
3643,1824-07-11,318,Th OC-114
3644,1824-07-12,281,Th OC-114
3645,1824-07-12,347,Th OC-114
3646,1824-07-13,70,Th OC-114
3647,1824-07-13,315,Th OC-114
3648,1824-07-14,282,Th OC-114
3649,1824-07-14,347,Th OC-114
3650,1824-07-15,266,Th OC-114
3651,1824-07-15,388,Th OC-114
3652,1824-07-16,58,Th OC-114
3653,1824-07-16,187,Th OC-114
3654,1824-07-17,266,Th OC-114
3655,1824-07-17,103,Th OC-114
3656,1824-07-18,135,Th OC-114
3657,1824-07-18,167,Th OC-114
3658,1824-07-20,223,Th OC-114
3659,1824-07-21,187,Th OC-114
3660,1824-07-21,347,Th OC-114
3661,1824-07-22,251,Th OC-114
3662,1824-07-22,223,Th OC-114
3663,1824-07-23,73,Th OC-114
3664,1824-07-23,70,Th OC-114
3665,1824-07-24,79,Th OC-114
3666,1824-07-24,223,Th OC-114
3667,1824-07-25,282,Th OC-114
3668,1824-07-25,347,Th OC-114
3669,1824-07-26,266,Th OC-114
3670,1824-07-26,388,Th OC-114
3671,1824-07-27,239,Th OC-114
3672,1824-07-27,223,Th OC-114
3673,1824-07-28,289,Th OC-114
3674,1824-07-28,70,Th OC-114
3675,1824-07-29,187,Th OC-114
3676,1824-07-29,223,Th OC-114
3677,1824-07-30,282,Th OC-114
3678,1824-07-30,347,Th OC-114
3679,1824-07-31,269,Th OC-114
3680,1824-07-31,76,Th OC-114
3681,1824-07-31,254,Th OC-114
3682,1824-08-01,187,Th OC-114
3683,1824-08-01,70,Th OC-114
3684,1824-08-02,72,Th OC-114
3685,1824-08-02,177,Th OC-114
3686,1824-08-02,76,Th OC-114
3687,1824-08-03,266,Th OC-114
3688,1824-08-03,223,Th OC-114
3689,1824-08-04,12,Th OC-114
3690,1824-08-04,76,Th OC-114
3691,1824-08-04,315,Th OC-114
3692,1824-08-05,281,Th OC-114
3693,1824-08-05,347,Th OC-114
3694,1824-08-06,65,Th OC-114
3695,1824-08-06,76,Th OC-114
3696,1824-08-06,280,Th OC-114
3697,1824-08-07,72,Th OC-114
3698,1824-08-07,70,Th OC-114
3699,1824-08-08,167,Th OC-114
3700,1824-08-08,388,Th OC-114
3701,1824-08-09,70,Th OC-114
3702,1824-08-09,76,Th OC-114
3703,1824-08-10,228,Th OC-114
3704,1824-08-10,276,Th OC-114
3705,1824-08-11,76,Th OC-114
3706,1824-08-11,223,Th OC-114
3707,1824-08-12,374,Th OC-114
3708,1824-08-12,228,Th OC-114
3709,1824-08-13,282,Th OC-114
3710,1824-08-13,347,Th OC-114
3711,1824-08-14,76,Th OC-114
3712,1824-08-14,228,Th OC-114
3713,1824-08-15,135,Th OC-114
3714,1824-08-15,120,Th OC-114
3715,1824-08-15,223,Th OC-114
3716,1824-08-16,101,Th OC-114
3717,1824-08-16,228,Th OC-114
3718,1824-08-17,95,Th OC-114
3719,1824-08-17,258,Th OC-114
3720,1824-08-18,65,Th OC-114
3721,1824-08-18,239,Th OC-114
3722,1824-08-18,228,Th OC-114
3723,1824-08-19,377,Th OC-114
3724,1824-08-19,223,Th OC-114
3725,1824-08-20,18,Th OC-114
3726,1824-08-20,73,Th OC-114
3727,1824-08-20,76,Th OC-114
3728,1824-08-21,347,Th OC-114
3729,1824-08-21,318,Th OC-114
3730,1824-08-22,388,Th OC-114
3731,1824-08-22,325,Th OC-114
3732,1824-08-23,20,Th OC-114
3733,1824-08-23,266,Th OC-114
3734,1824-08-23,76,Th OC-114
3735,1824-08-24,147,Th OC-114
3736,1824-08-24,228,Th OC-114
3737,1824-08-26,187,Th OC-114
3738,1824-08-26,147,Th OC-114
3739,1824-08-26,76,Th OC-114
3740,1824-08-27,95,Th OC-114
3741,1824-08-27,266,Th OC-114
3742,1824-08-28,177,Th OC-114
3743,1824-08-28,167,Th OC-114
3744,1824-08-28,76,Th OC-114
3745,1824-08-29,239,Th OC-114
3746,1824-08-29,329,Th OC-114
3747,1824-08-29,143,Th OC-114
3748,1824-08-30,65,Th OC-114
3749,1824-08-30,70,Th OC-114
3750,1824-08-31,206,Th OC-114
3751,1824-08-31,318,Th OC-114
3752,1824-08-31,291,Th OC-114
3753,1824-09-01,76,Th OC-114
3754,1824-09-01,374,Th OC-114
3755,1824-09-01,280,Th OC-114
3756,1824-09-02,266,Th OC-114
3757,1824-09-02,336,Th OC-114
3758,1824-09-03,205,Th OC-114
3759,1824-09-03,76,Th OC-114
3760,1824-09-04,103,Th OC-114
3761,1824-09-04,291,Th OC-114
3762,1824-09-05,205,Th OC-114
3763,1824-09-05,377,Th OC-114
3764,1824-09-06,70,Th OC-114
3765,1824-09-06,76,Th OC-114
3766,1824-09-07,388,Th OC-114
3767,1824-09-07,334,Th OC-114
3768,1824-09-08,95,Th OC-114
3769,1824-09-08,258,Th OC-114
3770,1824-09-09,239,Th OC-114
3771,1824-09-09,334,Th OC-114
3772,1824-09-09,291,Th OC-114
3773,1824-09-10,70,Th OC-114
3774,1824-09-10,322,Th OC-114
3775,1824-09-11,380,Th OC-114
3776,1824-09-11,334,Th OC-114
3777,1824-09-12,101,Th OC-114
3778,1824-09-12,76,Th OC-114
3779,1824-09-12,291,Th OC-114
3780,1824-09-24,147,Th OC-114
3781,1824-09-24,325,Th OC-114
3782,1824-09-25,388,Th OC-114
3783,1824-09-25,334,Th OC-114
3784,1824-09-26,147,Th OC-114
3785,1824-09-26,76,Th OC-114
3786,1824-09-26,228,Th OC-114
3787,1824-09-27,282,Th OC-114
3788,1824-09-27,223,Th OC-114
3789,1824-09-28,206,Th OC-114
3790,1824-09-28,70,Th OC-114
3791,1824-09-29,281,Th OC-114
3792,1824-09-29,269,Th OC-114
3793,1824-09-29,228,Th OC-114
3794,1824-09-30,388,Th OC-114
3795,1824-09-30,334,Th OC-114
3796,1824-10-01,220,Th OC-114
3797,1824-10-01,147,Th OC-114
3798,1824-10-02,89,Th OC-114
3799,1824-10-02,251,Th OC-114
3800,1824-10-03,167,Th OC-114
3801,1824-10-03,377,Th OC-114
3802,1824-10-04,89,Th OC-114
3803,1824-10-04,120,Th OC-114
3804,1824-10-05,70,Th OC-114
3805,1824-10-05,374,Th OC-114
3806,1824-10-06,89,Th OC-114
3807,1824-10-06,266,Th OC-114
3808,1824-10-07,135,Th OC-114
3809,1824-10-07,147,Th OC-114
3810,1824-10-07,228,Th OC-114
3811,1824-10-08,89,Th OC-114
3812,1824-10-08,76,Th OC-114
3813,1824-10-09,282,Th OC-114
3814,1824-10-09,389,Th OC-114
3815,1824-10-10,89,Th OC-114
3816,1824-10-10,388,Th OC-114
3817,1824-10-11,228,Th OC-114
3818,1824-10-11,347,Th OC-114
3819,1824-10-12,89,Th OC-114
3820,1824-10-12,377,Th OC-114
3821,1824-10-13,70,Th OC-114
3822,1824-10-13,227,Th OC-114
3823,1824-10-14,89,Th OC-114
3824,1824-10-14,334,Th OC-114
3825,1824-10-15,147,Th OC-114
3826,1824-10-15,266,Th OC-114
3827,1824-10-15,240,Th OC-114
3828,1824-10-17,220,Th OC-114
3829,1824-10-17,147,Th OC-114
3830,1824-10-17,239,Th OC-114
3831,1824-10-18,347,Th OC-114
3832,1824-10-18,223,Th OC-114
3833,1824-10-19,89,Th OC-114
3834,1824-10-19,266,Th OC-114
3835,1824-10-19,151,Th OC-114
3836,1824-10-20,58,Th OC-114
3837,1824-10-20,282,Th OC-114
3838,1824-10-21,281,Th OC-114
3839,1824-10-21,70,Th OC-114
3840,1824-10-22,139,Th OC-114
3841,1824-10-22,380,Th OC-114
3842,1824-10-23,266,Th OC-114
3843,1824-10-23,103,Th OC-114
3844,1824-10-23,376,Th OC-114
3845,1824-10-24,347,Th OC-114
3846,1824-10-24,223,Th OC-114
3847,1824-10-26,281,Th OC-114
3848,1824-10-26,70,Th OC-114
3849,1824-10-27,147,Th OC-114
3850,1824-10-27,76,Th OC-114
3851,1824-10-27,228,Th OC-114
3852,1824-10-28,269,Th OC-114
3853,1824-10-28,388,Th OC-114
3854,1824-10-28,151,Th OC-114
3855,1824-10-29,147,Th OC-114
3856,1824-10-29,266,Th OC-114
3857,1824-10-29,291,Th OC-114
3858,1824-10-30,103,Th OC-114
3859,1824-10-30,325,Th OC-114
3860,1824-10-31,205,Th OC-114
3861,1824-10-31,281,Th OC-114
3862,1824-10-31,376,Th OC-114
3863,1824-11-02,325,Th OC-114
3864,1824-11-02,318,Th OC-114
3865,1824-11-03,58,Th OC-114
3866,1824-11-03,135,Th OC-114
3867,1824-11-03,147,Th OC-114
3868,1824-11-04,289,Th OC-114
3869,1824-11-04,8,Th OC-114
3870,1824-11-05,206,Th OC-114
3871,1824-11-05,76,Th OC-114
3872,1824-11-05,334,Th OC-114
3873,1824-11-06,26,Th OC-114
3874,1824-11-06,8,Th OC-114
3875,1824-11-07,147,Th OC-114
3876,1824-11-07,266,Th OC-114
3877,1824-11-07,347,Th OC-114
3878,1824-11-08,388,Th OC-114
3879,1824-11-08,325,Th OC-114
3880,1824-11-09,281,Th OC-114
3881,1824-11-09,76,Th OC-114
3882,1824-11-09,228,Th OC-114
3883,1824-11-10,147,Th OC-114
3884,1824-11-10,266,Th OC-114
3885,1824-11-10,240,Th OC-114
3886,1824-11-11,8,Th OC-114
3887,1824-11-11,151,Th OC-114
3888,1824-11-12,187,Th OC-114
3889,1824-11-12,281,Th OC-114
3890,1824-11-12,228,Th OC-114
3891,1824-11-13,200,Th OC-114
3892,1824-11-13,8,Th OC-114
3893,1824-11-14,220,Th OC-114
3894,1824-11-14,89,Th OC-114
3895,1824-11-15,8,Th OC-114
3896,1824-11-15,120,Th OC-114
3897,1824-11-16,223,Th OC-114
3898,1824-11-16,241,Th OC-114
3899,1824-11-17,72,Th OC-114
3900,1824-11-17,8,Th OC-114
3901,1824-11-18,266,Th OC-114
3902,1824-11-18,76,Th OC-114
3903,1824-11-18,377,Th OC-114
3904,1824-11-19,8,Th OC-114
3905,1824-11-19,12,Th OC-114
3906,1824-11-20,89,Th OC-114
3907,1824-11-20,241,Th OC-114
3908,1824-11-21,147,Th OC-114
3909,1824-11-21,70,Th OC-114
3910,1824-11-22,8,Th OC-114
3911,1824-11-22,151,Th OC-114
3912,1824-11-23,65,Th OC-114
3913,1824-11-23,333,Th OC-114
3914,1824-11-23,291,Th OC-114
3915,1824-11-24,8,Th OC-114
3916,1824-11-24,362,Th OC-114
3917,1824-11-25,223,Th OC-114
3918,1824-11-25,241,Th OC-114
3919,1824-11-26,8,Th OC-114
3920,1824-11-26,120,Th OC-114
3921,1824-11-27,282,Th OC-114
3922,1824-11-27,281,Th OC-114
3923,1824-11-27,239,Th OC-114
3924,1824-11-28,58,Th OC-114
3925,1824-11-28,241,Th OC-114
3926,1824-11-29,8,Th OC-114
3927,1824-11-29,374,Th OC-114
3928,1824-11-30,135,Th OC-114
3929,1824-11-30,269,Th OC-114
3930,1824-11-30,318,Th OC-114
3931,1824-12-01,8,Th OC-114
3932,1824-12-01,226,Th OC-114
3933,1824-12-02,321,Th OC-114
3934,1824-12-02,65,Th OC-114
3935,1824-12-02,12,Th OC-114
3936,1824-12-03,26,Th OC-114
3937,1824-12-03,8,Th OC-114
3938,1824-12-04,347,Th OC-114
3939,1824-12-04,333,Th OC-114
3940,1824-12-05,282,Th OC-114
3941,1824-12-05,223,Th OC-114
3942,1824-12-06,200,Th OC-114
3943,1824-12-06,187,Th OC-114
3944,1824-12-06,389,Th OC-114
3945,1824-12-07,8,Th OC-114
3946,1824-12-07,239,Th OC-114
3947,1824-12-08,325,Th OC-114
3948,1824-12-08,241,Th OC-114
3949,1824-12-09,8,Th OC-114
3950,1824-12-09,151,Th OC-114
3951,1824-12-10,147,Th OC-114
3952,1824-12-10,76,Th OC-114
3953,1824-12-10,388,Th OC-114
3954,1824-12-11,73,Th OC-114
3955,1824-12-11,388,Th OC-114
3956,1824-12-12,325,Th OC-114
3957,1824-12-12,318,Th OC-114
3958,1824-12-13,95,Th OC-114
3959,1824-12-13,377,Th OC-114
3960,1824-12-14,282,Th OC-114
3961,1824-12-14,389,Th OC-114
3962,1824-12-15,89,Th OC-114
3963,1824-12-15,336,Th OC-114
3964,1824-12-16,187,Th OC-114
3965,1824-12-16,147,Th OC-114
3966,1824-12-16,228,Th OC-114
3967,1824-12-17,76,Th OC-114
3968,1824-12-17,374,Th OC-114
3969,1824-12-17,377,Th OC-114
3970,1824-12-18,139,Th OC-114
3971,1824-12-18,224,Th OC-114
3972,1824-12-19,95,Th OC-114
3973,1824-12-19,347,Th OC-114
3974,1824-12-20,89,Th OC-114
3975,1824-12-20,333,Th OC-114
3976,1824-12-21,65,Th OC-114
3977,1824-12-21,266,Th OC-114
3978,1824-12-21,325,Th OC-114
3979,1824-12-22,292,Th OC-114
3980,1824-12-22,177,Th OC-114
3981,1824-12-22,322,Th OC-114
3982,1824-12-23,281,Th OC-114
3983,1824-12-23,228,Th OC-114
3984,1824-12-23,329,Th OC-114
3985,1824-12-24,292,Th OC-114
3986,1824-12-24,269,Th OC-114
3987,1824-12-24,280,Th OC-114
3988,1824-12-26,89,Th OC-114
3989,1824-12-26,266,Th OC-114
3990,1824-12-26,374,Th OC-114
3991,1824-12-27,72,Th OC-114
3992,1824-12-27,292,Th OC-114
3993,1824-12-27,239,Th OC-114
3994,1824-12-28,8,Th OC-114
3995,1824-12-28,206,Th OC-114
3996,1824-12-29,292,Th OC-114
3997,1824-12-29,289,Th OC-114
3998,1824-12-29,177,Th OC-114
3999,1824-12-30,8,Th OC-114
4000,1824-12-30,120,Th OC-114
4001,1824-12-31,292,Th OC-114
4002,1824-12-31,187,Th OC-114
4003,1824-12-31,147,Th OC-114
4004,1825-01-01,292,Th OC-114
4005,1825-01-01,95,Th OC-114
4006,1825-01-02,325,Th OC-114
4007,1825-01-02,240,Th OC-114
4008,1825-01-03,177,Th OC-114
4009,1825-01-03,363,Th OC-114
4010,1825-01-03,388,Th OC-114
4011,1825-01-04,8,Th OC-114
4012,1825-01-04,76,Th OC-114
4013,1825-01-05,212,Th OC-114
4014,1825-01-05,79,Th OC-114
4015,1825-01-05,151,Th OC-114
4016,1825-01-06,8,Th OC-114
4017,1825-01-06,65,Th OC-114
4018,1825-01-07,292,Th OC-114
4019,1825-01-07,349,Th OC-114
4020,1825-01-07,266,Th OC-114
4021,1825-01-08,190,Th OC-114
4022,1825-01-08,8,Th OC-114
4023,1825-01-09,212,Th OC-114
4024,1825-01-09,223,Th OC-114
4025,1825-01-10,8,Th OC-114
4026,1825-01-10,76,Th OC-114
4027,1825-01-11,72,Th OC-114
4028,1825-01-11,58,Th OC-114
4029,1825-01-11,292,Th OC-114
4030,1825-01-12,8,Th OC-114
4031,1825-01-12,151,Th OC-114
4032,1825-01-13,292,Th OC-114
4033,1825-01-13,177,Th OC-114
4034,1825-01-13,347,Th OC-114
4035,1825-01-14,8,Th OC-114
4036,1825-01-14,73,Th OC-114
4037,1825-01-15,292,Th OC-114
4038,1825-01-15,206,Th OC-114
4039,1825-01-15,334,Th OC-114
4040,1825-01-16,380,Th OC-114
4041,1825-01-16,325,Th OC-114
4042,1825-01-17,8,Th OC-114
4043,1825-01-17,266,Th OC-114
4044,1825-01-18,292,Th OC-114
4045,1825-01-18,187,Th OC-114
4046,1825-01-18,282,Th OC-114
4047,1825-01-19,8,Th OC-114
4048,1825-01-19,147,Th OC-114
4049,1825-01-20,292,Th OC-114
4050,1825-01-20,95,Th OC-114
4051,1825-01-22,8,Th OC-114
4052,1825-01-22,377,Th OC-114
4053,1825-01-23,139,Th OC-114
4054,1825-01-23,212,Th OC-114
4055,1825-01-23,276,Th OC-114
4056,1825-01-24,292,Th OC-114
4057,1825-01-24,65,Th OC-114
4058,1825-01-24,281,Th OC-114
4059,1825-01-25,8,Th OC-114
